timestamp,status,html_file,image
2026-05-29 10:18:21,processed,./11_6_paramtrc_diffrntiatn-web/longdesc/11_6_paramtrc_diffrntiatn-webse1__block3fig1_longdesc.html,block3fig1
2026-05-29 10:18:21,skipped,./11_7_implicit_diffrntiatn-web/11_7_implicit_diffrntiatn-webse1.html,circle7
2026-05-29 10:18:28,processed,./11_7_implicit_diffrntiatn-web/longdesc/11_7_implicit_diffrntiatn-webse1__circle7_longdesc.html,circle7
2026-05-29 10:18:35,processed,./12_1_tangents_n_normals-web/12_1_tangents_n_normals-webse1.html,workbook13fig1
2026-05-29 10:18:35,skipped,./12_1_tangents_n_normals-web/12_1_tangents_n_normals-webse1.html,workbook13fig2
2026-05-29 10:18:35,skipped,./12_1_tangents_n_normals-web/12_1_tangents_n_normals-webse1.html,workbook13fig3
2026-05-29 10:18:38,error,./12_1_tangents_n_normals-web/12_1_tangents_n_normals-webse2.html,workbook13fig4
2026-05-29 10:18:48,processed,./12_1_tangents_n_normals-web/12_1_tangents_n_normals-webse2.html,workbook13fig5
2026-05-29 10:18:56,processed,./12_1_tangents_n_normals-web/12_1_tangents_n_normals-webse2.html,workbook13fig7
2026-05-29 10:20:04,processed,./12_1_tangents_n_normals-web/12_1_tangents_n_normals-webse2.html,workbook13fig8
2026-05-29 10:20:10,processed,./12_1_tangents_n_normals-web/12_1_tangents_n_normals-webse3.html,workbook13fig5a
2026-05-29 10:20:19,processed,./12_1_tangents_n_normals-web/12_1_tangents_n_normals-webse3.html,workbook13fig5b
2026-05-29 10:20:29,processed,./12_1_tangents_n_normals-web/12_1_tangents_n_normals-webse4.html,workbook13fig5c
2026-05-29 10:20:37,processed,./12_1_tangents_n_normals-web/12_1_tangents_n_normals-webse4.html,workbook13fig5d
2026-05-29 10:20:42,processed,./12_1_tangents_n_normals-web/12_1_tangents_n_normals-webse4.html,workbook13fig9
2026-05-29 10:20:50,processed,./12_1_tangents_n_normals-web/longdesc/12_1_tangents_n_normals-webse1__workbook13fig2_longdesc.html,workbook13fig2
2026-05-29 10:20:59,processed,./12_1_tangents_n_normals-web/longdesc/12_1_tangents_n_normals-webse1__workbook13fig3_longdesc.html,workbook13fig3
2026-05-29 10:21:08,processed,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse1.html,workbook132fig1
2026-05-29 10:21:15,processed,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse1.html,workbook132fig2
2026-05-29 10:21:25,processed,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse1.html,workbook132fig3
2026-05-29 10:21:35,processed,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse1.html,workbook132fig4
2026-05-29 10:21:41,processed,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse1.html,workbook132fig4a
2026-05-29 10:21:52,processed,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse1.html,workbook132fig5a
2026-05-29 10:22:03,processed,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse2.html,workbook132fig6
2026-05-29 10:22:14,processed,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse2.html,workbook132fig7
2026-05-29 10:22:23,processed,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse2.html,workbook132fig8
2026-05-29 10:22:34,processed,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse2.html,workbook132fig9
2026-05-29 10:22:43,processed,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse2.html,workbook132fig10
2026-05-29 10:22:46,error,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse2.html,workbook132fig11
2026-05-29 10:22:54,processed,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse2.html,workbook132fig12
2026-05-29 10:23:05,processed,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse2.html,workbook132fig13
2026-05-29 10:23:12,processed,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse2.html,figstore
2026-05-29 10:23:21,processed,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse2.html,resistor
2026-05-29 10:23:34,processed,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse4.html,light
2026-05-29 10:23:39,error,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse5.html,power
2026-05-29 10:23:52,processed,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse6.html,crank
2026-05-29 10:23:59,processed,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse6.html,workbook132fig14
2026-05-29 10:24:06,processed,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse6.html,workbook132fig15
2026-05-29 10:24:16,processed,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse6.html,workbook132fig16
2026-05-29 10:24:22,processed,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse6.html,decay
2026-05-29 10:26:17,skipped,./10_2_argnd_diag_n_polar_form-web/10_2_argnd_diag_n_polar_form-webse1.html,figone
2026-05-29 10:26:17,skipped,./10_2_argnd_diag_n_polar_form-web/10_2_argnd_diag_n_polar_form-webse1.html,figtwo
2026-05-29 10:26:17,skipped,./10_2_argnd_diag_n_polar_form-web/10_2_argnd_diag_n_polar_form-webse1.html,figthree
2026-05-29 10:26:17,skipped,./10_2_argnd_diag_n_polar_form-web/10_2_argnd_diag_n_polar_form-webse2.html,figfour
2026-05-29 10:26:17,skipped,./10_2_argnd_diag_n_polar_form-web/10_2_argnd_diag_n_polar_form-webse2.html,figfive
2026-05-29 10:26:17,skipped,./10_2_argnd_diag_n_polar_form-web/10_2_argnd_diag_n_polar_form-webse2.html,figseven
2026-05-29 10:26:17,skipped,./10_2_argnd_diag_n_polar_form-web/10_2_argnd_diag_n_polar_form-webse2.html,figsix
2026-05-29 10:26:17,skipped,./10_2_argnd_diag_n_polar_form-web/longdesc/10_2_argnd_diag_n_polar_form-webse1__figone_longdesc.html,figone
2026-05-29 10:26:17,skipped,./10_2_argnd_diag_n_polar_form-web/longdesc/10_2_argnd_diag_n_polar_form-webse1__figthree_longdesc.html,figthree
2026-05-29 10:26:31,processed,./10_2_argnd_diag_n_polar_form-web/longdesc/10_2_argnd_diag_n_polar_form-webse1__figtwo_longdesc.html,figtwo
2026-05-29 10:26:31,skipped,./10_2_argnd_diag_n_polar_form-web/longdesc/10_2_argnd_diag_n_polar_form-webse2__figfive_longdesc.html,figfive
2026-05-29 10:26:31,skipped,./10_2_argnd_diag_n_polar_form-web/longdesc/10_2_argnd_diag_n_polar_form-webse2__figfour_longdesc.html,figfour
2026-05-29 10:26:31,skipped,./10_2_argnd_diag_n_polar_form-web/longdesc/10_2_argnd_diag_n_polar_form-webse2__figseven_longdesc.html,figseven
2026-05-29 10:26:31,skipped,./10_2_argnd_diag_n_polar_form-web/longdesc/10_2_argnd_diag_n_polar_form-webse2__figsix_longdesc.html,figsix
2026-05-29 10:26:39,processed,./10_2_argnd_diag_n_polar_form-web/longdesc/longdesc/10_2_argnd_diag_n_polar_form-webse1__figone_longdesc__figone_longdesc.html,figone
2026-05-29 10:26:52,processed,./10_2_argnd_diag_n_polar_form-web/longdesc/longdesc/10_2_argnd_diag_n_polar_form-webse1__figthree_longdesc__figthree_longdesc.html,figthree
2026-05-29 10:26:54,error,./10_2_argnd_diag_n_polar_form-web/longdesc/longdesc/10_2_argnd_diag_n_polar_form-webse2__figfive_longdesc__figfive_longdesc.html,figfive
2026-05-29 10:27:02,processed,./10_2_argnd_diag_n_polar_form-web/longdesc/longdesc/10_2_argnd_diag_n_polar_form-webse2__figfour_longdesc__figfour_longdesc.html,figfour
2026-05-29 10:27:12,processed,./10_2_argnd_diag_n_polar_form-web/longdesc/longdesc/10_2_argnd_diag_n_polar_form-webse2__figseven_longdesc__figseven_longdesc.html,figseven
2026-05-29 10:27:24,processed,./10_2_argnd_diag_n_polar_form-web/longdesc/longdesc/10_2_argnd_diag_n_polar_form-webse2__figsix_longdesc__figsix_longdesc.html,figsix
2026-05-29 10:27:25,skipped,./10_3_expo_form_complx_num-web/10_3_expo_form_complx_num-webse4.html,loop
2026-05-29 10:27:25,skipped,./10_3_expo_form_complx_num-web/longdesc/10_3_expo_form_complx_num-webse4__loop_longdesc.html,loop
2026-05-29 10:27:31,processed,./10_3_expo_form_complx_num-web/longdesc/longdesc/10_3_expo_form_complx_num-webse4__loop_longdesc__loop_longdesc.html,loop
2026-05-29 10:27:31,skipped,./10_4_demoivre_theorem-web/10_4_demoivre_theorem-webse2.html,fig1
2026-05-29 10:27:31,skipped,./10_4_demoivre_theorem-web/longdesc/10_4_demoivre_theorem-webse2__fig1_longdesc.html,fig1
2026-05-29 10:27:34,error,./10_4_demoivre_theorem-web/longdesc/longdesc/10_4_demoivre_theorem-webse2__fig1_longdesc__fig1_longdesc.html,fig1
2026-05-29 10:27:34,skipped,./11_1_intro_diffrntiatn-web/11_1_intro_diffrntiatn-webse1.html,workbook11block1fig1
2026-05-29 10:27:34,skipped,./11_1_intro_diffrntiatn-web/11_1_intro_diffrntiatn-webse1.html,workbook11block1fig2
2026-05-29 10:27:34,skipped,./11_1_intro_diffrntiatn-web/11_1_intro_diffrntiatn-webse1.html,keypoint
2026-05-29 10:27:34,skipped,./11_1_intro_diffrntiatn-web/11_1_intro_diffrntiatn-webse1.html,workbook11block1fig3
2026-05-29 10:27:34,skipped,./11_1_intro_diffrntiatn-web/11_1_intro_diffrntiatn-webse2.html,temp1a
2026-05-29 10:27:34,skipped,./11_1_intro_diffrntiatn-web/11_1_intro_diffrntiatn-webse2.html,temp2
2026-05-29 10:27:34,skipped,./11_1_intro_diffrntiatn-web/11_1_intro_diffrntiatn-webse3.html,temp3
2026-05-29 10:27:34,skipped,./11_1_intro_diffrntiatn-web/11_1_intro_diffrntiatn-webse4.html,temp4
2026-05-29 10:27:34,skipped,./11_1_intro_diffrntiatn-web/longdesc/11_1_intro_diffrntiatn-webse1__keypoint_longdesc.html,keypoint
2026-05-29 10:27:44,processed,./11_1_intro_diffrntiatn-web/longdesc/11_1_intro_diffrntiatn-webse1__workbook11block1fig1_longdesc.html,workbook11block1fig1
2026-05-29 10:27:44,skipped,./11_1_intro_diffrntiatn-web/longdesc/11_1_intro_diffrntiatn-webse1__workbook11block1fig2_longdesc.html,workbook11block1fig2
2026-05-29 10:27:44,skipped,./11_1_intro_diffrntiatn-web/longdesc/11_1_intro_diffrntiatn-webse1__workbook11block1fig3_longdesc.html,workbook11block1fig3
2026-05-29 10:27:44,skipped,./11_1_intro_diffrntiatn-web/longdesc/11_1_intro_diffrntiatn-webse2__temp1a_longdesc.html,temp1a
2026-05-29 10:27:44,skipped,./11_1_intro_diffrntiatn-web/longdesc/11_1_intro_diffrntiatn-webse2__temp2_longdesc.html,temp2
2026-05-29 10:27:44,skipped,./11_1_intro_diffrntiatn-web/longdesc/11_1_intro_diffrntiatn-webse3__temp3_longdesc.html,temp3
2026-05-29 10:27:44,skipped,./11_1_intro_diffrntiatn-web/longdesc/11_1_intro_diffrntiatn-webse4__temp4_longdesc.html,temp4
2026-05-29 10:27:51,processed,./11_1_intro_diffrntiatn-web/longdesc/longdesc/11_1_intro_diffrntiatn-webse1__keypoint_longdesc__keypoint_longdesc.html,keypoint
2026-05-29 10:28:00,processed,./11_1_intro_diffrntiatn-web/longdesc/longdesc/11_1_intro_diffrntiatn-webse1__workbook11block1fig2_longdesc__workbook11block1fig2_longdesc.html,workbook11block1fig2
2026-05-29 10:28:04,error,./11_1_intro_diffrntiatn-web/longdesc/longdesc/11_1_intro_diffrntiatn-webse1__workbook11block1fig3_longdesc__workbook11block1fig3_longdesc.html,workbook11block1fig3
2026-05-29 10:28:12,processed,./11_1_intro_diffrntiatn-web/longdesc/longdesc/11_1_intro_diffrntiatn-webse2__temp1a_longdesc__temp1a_longdesc.html,temp1a
2026-05-29 10:28:17,processed,./11_1_intro_diffrntiatn-web/longdesc/longdesc/11_1_intro_diffrntiatn-webse2__temp2_longdesc__temp2_longdesc.html,temp2
2026-05-29 10:28:26,processed,./11_1_intro_diffrntiatn-web/longdesc/longdesc/11_1_intro_diffrntiatn-webse3__temp3_longdesc__temp3_longdesc.html,temp3
2026-05-29 10:28:34,processed,./11_1_intro_diffrntiatn-web/longdesc/longdesc/11_1_intro_diffrntiatn-webse4__temp4_longdesc__temp4_longdesc.html,temp4
2026-05-29 10:28:35,skipped,./11_2_use_derivative_table-web/11_2_use_derivative_table-webse5.html,searchcoil
2026-05-29 10:28:35,skipped,./11_2_use_derivative_table-web/longdesc/11_2_use_derivative_table-webse5__searchcoil_longdesc.html,searchcoil
2026-05-29 10:28:43,processed,./11_2_use_derivative_table-web/longdesc/longdesc/11_2_use_derivative_table-webse5__searchcoil_longdesc__searchcoil_longdesc.html,searchcoil
2026-05-29 10:28:43,skipped,./11_6_paramtrc_diffrntiatn-web/11_6_paramtrc_diffrntiatn-webse1.html,block3fig1
2026-05-29 10:28:43,skipped,./11_6_paramtrc_diffrntiatn-web/longdesc/11_6_paramtrc_diffrntiatn-webse1__block3fig1_longdesc.html,block3fig1
2026-05-29 10:28:52,processed,./11_6_paramtrc_diffrntiatn-web/longdesc/longdesc/11_6_paramtrc_diffrntiatn-webse1__block3fig1_longdesc__block3fig1_longdesc.html,block3fig1
2026-05-29 10:28:52,skipped,./11_7_implicit_diffrntiatn-web/11_7_implicit_diffrntiatn-webse1.html,circle7
2026-05-29 10:28:52,skipped,./11_7_implicit_diffrntiatn-web/longdesc/11_7_implicit_diffrntiatn-webse1__circle7_longdesc.html,circle7
2026-05-29 10:29:02,processed,./11_7_implicit_diffrntiatn-web/longdesc/longdesc/11_7_implicit_diffrntiatn-webse1__circle7_longdesc__circle7_longdesc.html,circle7
2026-05-29 10:29:02,skipped,./12_1_tangents_n_normals-web/12_1_tangents_n_normals-webse1.html,workbook13fig1
2026-05-29 10:29:02,skipped,./12_1_tangents_n_normals-web/12_1_tangents_n_normals-webse1.html,workbook13fig2
2026-05-29 10:29:02,skipped,./12_1_tangents_n_normals-web/12_1_tangents_n_normals-webse1.html,workbook13fig3
2026-05-29 10:29:07,processed,./12_1_tangents_n_normals-web/12_1_tangents_n_normals-webse2.html,workbook13fig4
2026-05-29 10:29:07,skipped,./12_1_tangents_n_normals-web/12_1_tangents_n_normals-webse2.html,workbook13fig5
2026-05-29 10:29:07,skipped,./12_1_tangents_n_normals-web/12_1_tangents_n_normals-webse2.html,workbook13fig7
2026-05-29 10:29:07,skipped,./12_1_tangents_n_normals-web/12_1_tangents_n_normals-webse2.html,workbook13fig8
2026-05-29 10:29:07,skipped,./12_1_tangents_n_normals-web/12_1_tangents_n_normals-webse3.html,workbook13fig5a
2026-05-29 10:29:07,skipped,./12_1_tangents_n_normals-web/12_1_tangents_n_normals-webse3.html,workbook13fig5b
2026-05-29 10:29:07,skipped,./12_1_tangents_n_normals-web/12_1_tangents_n_normals-webse4.html,workbook13fig5c
2026-05-29 10:29:07,skipped,./12_1_tangents_n_normals-web/12_1_tangents_n_normals-webse4.html,workbook13fig5d
2026-05-29 10:29:07,skipped,./12_1_tangents_n_normals-web/12_1_tangents_n_normals-webse4.html,workbook13fig9
2026-05-29 10:29:17,processed,./12_1_tangents_n_normals-web/longdesc/12_1_tangents_n_normals-webse1__workbook13fig1_longdesc.html,workbook13fig1
2026-05-29 10:29:17,skipped,./12_1_tangents_n_normals-web/longdesc/12_1_tangents_n_normals-webse1__workbook13fig2_longdesc.html,workbook13fig2
2026-05-29 10:29:17,skipped,./12_1_tangents_n_normals-web/longdesc/12_1_tangents_n_normals-webse1__workbook13fig3_longdesc.html,workbook13fig3
2026-05-29 10:29:28,processed,./12_1_tangents_n_normals-web/longdesc/12_1_tangents_n_normals-webse2__workbook13fig5_longdesc.html,workbook13fig5
2026-05-29 10:29:40,processed,./12_1_tangents_n_normals-web/longdesc/12_1_tangents_n_normals-webse2__workbook13fig7_longdesc.html,workbook13fig7
2026-05-29 10:29:46,processed,./12_1_tangents_n_normals-web/longdesc/12_1_tangents_n_normals-webse2__workbook13fig8_longdesc.html,workbook13fig8
2026-05-29 10:29:52,processed,./12_1_tangents_n_normals-web/longdesc/12_1_tangents_n_normals-webse3__workbook13fig5a_longdesc.html,workbook13fig5a
2026-05-29 10:29:58,processed,./12_1_tangents_n_normals-web/longdesc/12_1_tangents_n_normals-webse3__workbook13fig5b_longdesc.html,workbook13fig5b
2026-05-29 10:30:06,processed,./12_1_tangents_n_normals-web/longdesc/12_1_tangents_n_normals-webse4__workbook13fig5c_longdesc.html,workbook13fig5c
2026-05-29 10:30:13,processed,./12_1_tangents_n_normals-web/longdesc/12_1_tangents_n_normals-webse4__workbook13fig5d_longdesc.html,workbook13fig5d
2026-05-29 10:30:19,processed,./12_1_tangents_n_normals-web/longdesc/12_1_tangents_n_normals-webse4__workbook13fig9_longdesc.html,workbook13fig9
2026-05-29 10:30:29,processed,./12_1_tangents_n_normals-web/longdesc/longdesc/12_1_tangents_n_normals-webse1__workbook13fig2_longdesc__workbook13fig2_longdesc.html,workbook13fig2
2026-05-29 10:30:32,error,./12_1_tangents_n_normals-web/longdesc/longdesc/12_1_tangents_n_normals-webse1__workbook13fig3_longdesc__workbook13fig3_longdesc.html,workbook13fig3
2026-05-29 10:30:32,skipped,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse1.html,workbook132fig1
2026-05-29 10:30:32,skipped,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse1.html,workbook132fig2
2026-05-29 10:30:32,skipped,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse1.html,workbook132fig3
2026-05-29 10:30:32,skipped,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse1.html,workbook132fig4
2026-05-29 10:30:32,skipped,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse1.html,workbook132fig4a
2026-05-29 10:30:32,skipped,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse1.html,workbook132fig5a
2026-05-29 10:30:32,skipped,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse2.html,workbook132fig6
2026-05-29 10:30:32,skipped,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse2.html,workbook132fig7
2026-05-29 10:30:32,skipped,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse2.html,workbook132fig8
2026-05-29 10:30:32,skipped,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse2.html,workbook132fig9
2026-05-29 10:30:32,skipped,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse2.html,workbook132fig10
2026-05-29 10:30:35,error,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse2.html,workbook132fig11
2026-05-29 10:30:35,skipped,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse2.html,workbook132fig12
2026-05-29 10:30:35,skipped,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse2.html,workbook132fig13
2026-05-29 10:30:35,skipped,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse2.html,figstore
2026-05-29 10:30:35,skipped,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse2.html,resistor
2026-05-29 10:30:35,skipped,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse4.html,light
2026-05-29 10:30:48,processed,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse5.html,power
2026-05-29 10:30:48,skipped,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse6.html,crank
2026-05-29 10:30:48,skipped,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse6.html,workbook132fig14
2026-05-29 10:30:48,skipped,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse6.html,workbook132fig15
2026-05-29 10:30:48,skipped,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse6.html,workbook132fig16
2026-05-29 10:30:48,skipped,./12_2_maxima_n_minima-web/12_2_maxima_n_minima-webse6.html,decay
